Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Yellorium Block
appliedenergistics2:facade:0, Cable Facade - Cyanite Block
appliedenergistics2:facade:0, Cable Facade - Graphite Block
appliedenergistics2:facade:0, Cable Facade - Blutonium Block
appliedenergistics2:facade:0, Cable Facade - Ludicrite Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Osmium Block
appliedenergistics2:facade:0, Cable Facade - Bronze Block
appliedenergistics2:facade:0, Cable Facade - Refined Obsidian
appliedenergistics2:facade:0, Cable Facade - Charcoal Block
appliedenergistics2:facade:0, Cable Facade - Refined Glowstone
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Teleporter Frame
appliedenergistics2:facade:0, Cable Facade - Steel Casing
appliedenergistics2:facade:0, Cable Facade - Dynamic Tank
appliedenergistics2:facade:0, Cable Facade - Structural Glass
appliedenergistics2:facade:0, Cable Facade - Dynamic Valve
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Thermal Evaporation Controller
appliedenergistics2:facade:0, Cable Facade - Thermal Evaporation Valve
appliedenergistics2:facade:0, Cable Facade - Osmium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Obsidian TNT
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Black Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Road
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Road
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Road
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Road
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Road
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Road
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Road
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Road
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Road
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Road
appliedenergistics2:facade:0, Cable Facade - Salt Block
appliedenergistics2:facade:0, Cable Facade - §eBlock of Inferium Essence
appliedenergistics2:facade:0, Cable Facade - §aBlock of Prudentium Essence
appliedenergistics2:facade:0, Cable Facade - §6Block of Intermedium Essence
appliedenergistics2:facade:0, Cable Facade - §bBlock of Superium Essence
appliedenergistics2:facade:0, Cable Facade - §cBlock of Supremium Essence
appliedenergistics2:facade:0, Cable Facade - Block of Prosperity
appliedenergistics2:facade:0, Cable Facade - Block of Base Essence
appliedenergistics2:facade:0, Cable Facade - §eBlock of Inferium
appliedenergistics2:facade:0, Cable Facade - §aBlock of Prudentium
appliedenergistics2:facade:0, Cable Facade - §6Block of Intermedium
appliedenergistics2:facade:0, Cable Facade - §bBlock of Superium
appliedenergistics2:facade:0, Cable Facade - §cBlock of Supremium
appliedenergistics2:facade:0, Cable Facade - §dBlock of Soulium
appliedenergistics2:facade:0, Cable Facade - §eBlock of Inferium Coal
appliedenergistics2:facade:0, Cable Facade - §aBlock of Prudentium Coal
appliedenergistics2:facade:0, Cable Facade - §6Block of Intermedium Coal
appliedenergistics2:facade:0, Cable Facade - §bBlock of Superium Coal
appliedenergistics2:facade:0, Cable Facade - §cBlock of Supremium Coal
appliedenergistics2:facade:0, Cable Facade - Soulstone
appliedenergistics2:facade:0, Cable Facade - Cobbled Soulstone
appliedenergistics2:facade:0, Cable Facade - Polished Soulstone
appliedenergistics2:facade:0, Cable Facade - Soulstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Soulstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Soulstone
appliedenergistics2:facade:0, Cable Facade - Soulstone Slab Block
appliedenergistics2:facade:0, Cable Facade - Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - Nether Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - End Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - §eInferium Ore
appliedenergistics2:facade:0, Cable Facade - §eNether Inferium Ore
appliedenergistics2:facade:0, Cable Facade - §eEnd Inferium Ore
appliedenergistics2:facade:0, Cable Facade - §eGrowth Accelerator
appliedenergistics2:facade:0, Cable Facade - Mystical Machine Frame
appliedenergistics2:facade:0, Cable Facade - Glowstone Lamp
appliedenergistics2:facade:0, Cable Facade - Witherproof Block
appliedenergistics2:facade:0, Cable Facade - §5Block of Insanium Essence
appliedenergistics2:facade:0, Cable Facade - §5Block of Insanium
appliedenergistics2:facade:0, Cable Facade - §5Block of Insanium Coal
appliedenergistics2:facade:0, Cable Facade - Nether Star Crux
appliedenergistics2:facade:0, Cable Facade - Dragon Egg Crux
appliedenergistics2:facade:0, Cable Facade - Awakened Draconium Crux
appliedenergistics2:facade:0, Cable Facade - Machine Frame
appliedenergistics2:facade:0, Cable Facade - Machine Base
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Destination Analyzer
appliedenergistics2:facade:0, Cable Facade - Matter Booster
appliedenergistics2:facade:0, Cable Facade - Space Chamber Corner Block
appliedenergistics2:facade:0, Cable Facade - Support Block
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Aluminium
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Coke Brick
appliedenergistics2:facade:0, Cable Facade - Blast Brick
appliedenergistics2:facade:0, Cable Facade - Reinforced Blast Brick
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Hempcrete
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - Concrete Tile
appliedenergistics2:facade:0, Cable Facade - Leaded Concrete
appliedenergistics2:facade:0, Cable Facade - Insulating Glass
appliedenergistics2:facade:0, Cable Facade - Kiln Brick
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Copper Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Aluminium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Lead Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Silver Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Nickel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Uranium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Constantan Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Electrum Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Steel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Iron Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Gold Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Copper Coil Block
appliedenergistics2:facade:0, Cable Facade - Electrum Coil Block
appliedenergistics2:facade:0, Cable Facade - High-Voltage Coil Block
appliedenergistics2:facade:0, Cable Facade - Redstone Engineering Block
appliedenergistics2:facade:0, Cable Facade - Light Engineering Block
appliedenergistics2:facade:0, Cable Facade - Heavy Engineering Block
appliedenergistics2:facade:0, Cable Facade - Generator Block
appliedenergistics2:facade:0, Cable Facade - Radiator Block
appliedenergistics2:facade:0, Cable Facade - Iron Spikes
appliedenergistics2:facade:0, Cable Facade - Wither Boss Death Muffler
appliedenergistics2:facade:0, Cable Facade - Ender Dragon Death Muffler
appliedenergistics2:facade:0, Cable Facade - Dark Oak Stone
appliedenergistics2:facade:0, Cable Facade - Entity Conveyor
appliedenergistics2:facade:0, Cable Facade - Creative Tab Block
appliedenergistics2:facade:0, Cable Facade - End Stone Endermite Monster Egg
appliedenergistics2:facade:0, Cable Facade - Netherrack Netherfish Monster Egg
appliedenergistics2:facade:0, Cable Facade - End Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - End Copper Ore
appliedenergistics2:facade:0, Cable Facade - End Iridium Ore
appliedenergistics2:facade:0, Cable Facade - End Lead Ore
appliedenergistics2:facade:0, Cable Facade - End Mithril Ore
appliedenergistics2:facade:0, Cable Facade - End Nickel Ore
appliedenergistics2:facade:0, Cable Facade - End Platinum Ore
appliedenergistics2:facade:0, Cable Facade - End Silver Ore
appliedenergistics2:facade:0, Cable Facade - End Tin Ore
appliedenergistics2:facade:0, Cable Facade - End Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Osmium Ore
appliedenergistics2:facade:0, Cable Facade - End Uranium Ore
appliedenergistics2:facade:0, Cable Facade - End Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - End Dilithium Ore
appliedenergistics2:facade:0, Cable Facade - End Tritanium Ore
appliedenergistics2:facade:0, Cable Facade - End Zinc Ore
appliedenergistics2:facade:0, Cable Facade - End Ruby Ore
appliedenergistics2:facade:0, Cable Facade - End Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - End Peridot Ore
appliedenergistics2:facade:0, Cable Facade - End Electrotine Ore
appliedenergistics2:facade:0, Cable Facade - End Ambrosium Ore
appliedenergistics2:facade:0, Cable Facade - End Gravitite Ore
appliedenergistics2:facade:0, Cable Facade - End Zanite Ore
appliedenergistics2:facade:0, Cable Facade - End Arkenium Ore
appliedenergistics2:facade:0, Cable Facade - End Icestone Ore
appliedenergistics2:facade:0, Cable Facade - End Coal Ore
appliedenergistics2:facade:0, Cable Facade - End Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Emerald Ore
appliedenergistics2:facade:0, Cable Facade - End Gold Ore
appliedenergistics2:facade:0, Cable Facade - End Iron Ore
